pc1,pc2,label
3.1693564879765126,0.8382790326568467,0
6.397751176535082,2.1071905027465982,0
5.5639931446913184,2.0477418004346535,0
1.5127974608883887,0.9378760583666681,0
1.1929512607972583,0.8392962074722448,0
1.0610363797327238,0.7200346574031875,0
3.9801889264867953,1.4510573493579741,0
4.805510778380046,1.785072520185286,0
1.7105598604252448,0.849339631749657,0
1.3388936444173525,0.7140829301739969,0
1.2437623233076536,0.6835838776346524,0
3.4693603150056016,1.3625131839260087,0
4.6093662293424,1.583548353078818,0
2.5552454939433686,0.7013123720590496,0
1.203989697612026,0.1915979805982107,0
1.5750341777980008,0.07291532689900744,0
2.9320193764393023,0.33380557987072496,0
4.72850831932887,0.9466389891661723,0
3.0190851845583184,0.5577050539344292,0
2.870373526618109,0.5602022287116699,0
3.210361026913392,0.599464165011424,0
3.920230899016903,0.82172440227846,0
6.402577497512596,1.7341224773759676,0
5.709075958759069,1.6273353797780632,0
3.176175240272208,0.6554140348452377,0
2.593215091902477,0.5581918725544772,0
0.8205193073700334,0.07336054139621628,0
-2.0325265611298597,-0.6922013425430472,0
3.7757210195625603,0.9039161687641956,0
7.311909354844956,2.011811167703536,0
5.975292201604065,1.460039239721426,0
3.0964570636297926,1.0334104206294565,0
2.098000961447897,0.9021136747434346,0
4.253847734366902,1.2505904648220514,0
6.633484455516325,2.0256866344118896,0
5.01223398098017,1.7269964957445616,1
3.3484791044674846,1.304328079967229,1
3.096689608353932,1.2861419445445263,1
4.115183264292059,1.6645260845287089,1
6.409734987583485,2.334500361499803,0
5.484645639670251,2.1211554435817654,1
3.4158379112088513,1.3161267643485022,1
2.8838131680677836,1.3018103164771353,1
2.9640024907126006,1.2503909068461434,1
6.743437035271754,2.3062034198498154,1
5.884335377883454,1.884357751215156,1
2.4621871533170205,0.7456092856109187,1
1.1871791152996154,0.4037560784297525,1
1.1979495279919095,0.4331981192468339,1
4.343959172735523,1.230124072319969,1
4.624097252290896,1.4507723881227848,1
1.6974077454339467,0.6165399634356278,0
1.1788270526113849,0.4033091482907095,0
1.4537193888268205,0.4389751978286128,0
3.3558728370628765,0.943336591729462,0
4.810048732724491,1.3090354922996963,0
1.9085033500775492,0.5539678584536127,0
1.1759773591038152,0.5350957540029141,0
1.4489794138057077,0.26666404505756625,0
3.43845881054418,0.7742511497686907,0
4.724910691359294,1.0697441441364248,0
2.5990993059920124,0.5101740992680243,0
2.6437939614055073,0.9424104629678188,0
2.9175646557016717,1.0264659843680066,0
4.582684271358404,0.9925230360937387,0
6.5541519606032255,1.610378204553567,0
5.119645685856099,1.3849862300194646,0
4.3916925338495645,1.290907799443687,0
3.9784028051793756,0.9753177511269837,0
3.603549873596797,0.7500199700442688,0
6.642800668125082,1.636303849928528,0
4.879687613168897,1.2761666969768082,0
3.1605873839685383,0.7014930033943262,0
2.8876376840585,0.5860248631649185,0
3.182955323863159,0.5894362205285755,0
6.712217181198262,1.5163495664936226,0
6.102314388383948,1.6125128961592827,0
3.210593477187317,0.7888404094879897,0
2.967076434777409,0.7376644710741493,0
3.3177357285771016,0.7846820800356429,0
6.555648209389939,1.699874730401431,0
6.47582910364031,1.6112644584468123,0
3.6832319608433925,0.8055658218837443,0
3.092107532472085,0.5789088999027288,0
2.900187758910166,0.5369626542583702,0
5.458498781833399,1.5029119143510254,0
6.3109196627353885,1.7171345221735368,0
4.467337022544626,1.1177836586738603,0
3.1947753582988976,0.7402395760186957,0
2.8484993054911816,0.5202362867434642,0
3.3074264188996785,0.6750095564838025,0
4.670927885305397,1.0594941946770868,0
2.758147992033893,0.7250783225288796,0
1.647619843851691,0.4163252947654947,0
1.3660896009515147,0.2705787759513543,0
1.9242001399331632,0.43931949901325024,0
4.667552391215482,1.2283870845284424,0
3.5571590830060384,0.986422620163692,0
1.5162474303600768,0.26835597971425956,0
1.2354588670355031,0.21544038124470388,1
1.9002020111231515,0.5390091241391373,1
4.961341053602889,1.4465087998574815,1
3.5993232274392306,1.0647335172586843,1
1.4295763587033825,0.4300123168252693,1
1.2411447434005767,0.3658798040672822,1
2.3639882695945267,0.9018564738312449,1
4.795709541854646,1.857229695249458,1
6.078371706380008,1.9330966644761591,1
3.4686498437218045,1.1475513340388557,1
3.1122733214851657,1.0534462820397967,1
2.6034707967056234,0.9320329214914735,0
5.797031014063237,1.8113783500701803,0
6.494787474133873,1.8722728637442425,0
3.671815624338801,1.1408034893883647,0
3.108952217319733,0.8719159285204111,0
2.717545745614809,0.6282968603548102,0
5.345199539724512,1.3964632736365468,0
6.707682184363265,1.7467494076150045,0
4.393407802667347,0.9531947554914236,0
1.115187322533306,0.08169135913191067,0
-0.06307340804508997,-0.23628171319929916,0
1.0170890684793938,-0.04492044672065605,0
0.07445868909545258,-0.33181234739716814,0
4.104354074657346,0.6244683319219563,0
6.574985385448088,1.3731380915897073,0
4.620353340607573,0.5931770727206152,0
3.0649229544139835,0.12461467756724402,0
2.7367591110275375,0.04324444020353999,0
-0.18664507030745134,-0.754268435278251,0
-4.950391748021319,-1.6835235499660588,0
-5.113445327659329,-1.5444093729056778,0
-3.017520262089867,-1.1847183587604162,0
-3.888605673674462,-1.4233419409891752,0
-4.867421673164167,-1.6573247565488733,0
-4.924438969126365,-1.6696658405820173,0
-3.9467580994150713,-1.1188373889797087,0
-1.660484032991748,-0.8449688334306524,0
4.0345872490667505,0.6299753967360026,0
3.110856474997063,0.4878618286233525,0
0.5727093977386907,-0.018051720155219803,0
-0.4151132946331531,-0.33123011647880624,0
-0.31816482362176096,-0.5613197687604417,0
-3.6420647801446915,-1.1645903252355936,0
-1.4744825769056813,-0.49085213339621103,0
-4.792081543215733,-1.5457568495041687,0
-5.165028167150519,-1.612766212370525,0
-4.242393983375275,-1.4161255696697583,0
0.9757725721777055,-0.08483723578861722,0
1.3881222820152321,-0.18995426570034743,0
-4.375241702540098,-1.624685550329616,0
-3.3846584723294124,-1.487835202827465,0
-0.4789401310006195,-0.6234520254260649,0
0.39523137620507237,-0.35495495579859127,0
-0.9647001083865318,-0.4882828615322354,0
-0.7994726766936501,-0.3595076661231208,0
0.38280498577852795,-0.18083033448866723,0
-3.1755478296246102,-1.0546904056758655,0
-3.7091596976578214,-1.202818918394202,0
-2.5351868698530864,-0.866750032285178,0
-1.092765152347684,-0.4094721433390665,0
-3.63958680065571,-1.0415320063603584,0
-5.272845347495875,-1.855850321178316,0
-4.290947253524679,-1.5986210182009668,0
1.0142880698169698,-0.22118649355416603,0
2.7253549666183483,0.24232790114707276,0
2.708578463854629,0.3721012780892269,0
0.1645485246468849,-0.6562446513248692,0
-0.3584068248382003,-0.6927707304438102,0
0.5164707955971779,-0.49893395191119483,0
3.6779366060388705,0.5344501420611021,0
4.646828084792013,0.8637026181131263,0
2.4081818360630036,0.1471174948437295,0
3.088538420472155,0.2754116255210484,0
2.948286418031182,0.21527376160043227,0
4.506391000618947,0.6118392385142442,0
6.297470935024735,1.1152758951282953,0
4.804197731621042,0.6485839205461623,0
3.134472603055567,0.13036819790514614,0
3.5698224316387077,0.2597290768975764,0
4.5211954190125585,1.272816015959783,0
7.102288688170626,2.165377416854732,0
5.627733274956402,1.5793067901013895,0
3.1316396831419304,0.8547926137955922,0
2.914635823097985,0.6519125699174999,0
3.1827847404632377,0.6779909373604633,0
6.477361115966762,1.573171260916099,0
6.404424606735054,1.5240040909884305,0
3.1215350995590896,0.5424603342608282,0
3.2566660760845982,0.6510447250242817,0
2.7788676017425704,0.5379747216021773,0
4.574088226179413,1.2171866893470553,0
4.801260225612869,1.4349201385371393,0
2.8546602392072895,0.8539612790894414,0
2.284094189353939,0.4741397172725461,0
