number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_scale_pos_weight,params_subsample,state
0,0.166144298895462,2025-11-12 06:06:14.404563,2025-11-12 06:06:16.673780,0 days 00:00:02.269217,0.3119890406724053,0.8540362888980227,0.5102922471479012,0.8005575058716043,0.7319939418114051,0.2904180608409973,0.09340308327072934,2,10,150,19.548647782429917,0.9330880728874675,COMPLETE
1,0.07781942940689,2025-11-12 06:06:16.674447,2025-11-12 06:06:16.970607,0 days 00:00:00.296160,1.0495128632644757,0.569746930326021,0.6460723242676091,0.8059264473611898,0.18182496720710062,2.1597250932105787,0.042484433685853404,3,3,200,10.495427649405375,0.645614570099021,COMPLETE
2,0.17485382774893407,2025-11-12 06:06:16.971248,2025-11-12 06:06:17.823252,0 days 00:00:00.852004,0.09290082543999545,0.9744427686266666,0.9828160165372797,0.5325257964926398,0.19967378215835974,3.0377242595071916,0.07957992095277988,2,8,350,17.125960221746915,0.5852620618436457,COMPLETE
3,0.1749877028977918,2025-11-12 06:06:17.823788,2025-11-12 06:06:19.999772,0 days 00:00:02.175984,0.9903538202225404,0.831261142176991,0.6558555380447055,0.6293899908000085,0.6842330265121569,0.17194260557609198,0.06914594902276397,1,1,150,12.801020317667163,0.954660201039391,COMPLETE
4,0.15147349474123975,2025-11-12 06:06:20.000215,2025-11-12 06:06:23.600506,0 days 00:00:03.600291,1.7896547008552977,0.5979914312095727,0.522613644455269,0.5442462510259598,0.9695846277645586,2.9894998940554256,0.13054491604548749,2,2,500,9.879954961448966,0.9609371175115584,COMPLETE
5,0.15082534594863284,2025-11-12 06:06:23.600956,2025-11-12 06:06:24.057631,0 days 00:00:00.456675,1.085392166316497,0.9934434683002586,0.8861223846483287,0.5372753218398854,0.8287375091519293,0.7046211248738132,0.05902737075341557,2,3,200,7.980735223012586,0.9010984903770198,PRUNED
6,0.16998263752342363,2025-11-12 06:06:24.058214,2025-11-12 06:06:24.729532,0 days 00:00:00.671318,0.14808930346818072,0.811649063413779,0.6654490124263246,0.9315517129377968,0.7068573438476171,1.7923286427213632,0.11960700969365366,1,9,400,5.953375254290354,0.5579345297625649,COMPLETE
7,0.17075757755936266,2025-11-12 06:06:24.729982,2025-11-12 06:06:26.312714,0 days 00:00:01.582732,0.9444298503238986,0.7806385987847482,0.8854835899772805,0.8803925243084487,0.7296061783380641,0.5979712296915085,0.10055656470799232,1,4,450,12.40693394546586,0.8566223936114975,COMPLETE
8,0.1614389363171687,2025-11-12 06:06:26.313171,2025-11-12 06:06:28.195691,0 days 00:00:01.882520,1.2728208225275608,0.6246461145744375,0.7051914615178149,0.9537832369630466,0.02541912674409519,1.5717799053816335,0.036814079385739204,2,5,100,16.33326707814573,0.7542853455823514,COMPLETE
9,0.1640176237404424,2025-11-12 06:06:28.196152,2025-11-12 06:06:29.303601,0 days 00:00:01.107449,1.616240759128834,0.5932850294430179,0.9462794992449889,0.9018360384495572,0.289751452913768,3.1670187825521174,0.04073360826924564,1,1,500,13.09013362873476,0.9357302950938589,COMPLETE
10,0.09338541551652618,2025-11-12 06:06:29.304094,2025-11-12 06:06:29.678886,0 days 00:00:00.374792,0.6011296460986921,0.6898021217101117,0.7952373447968649,0.6559228280988413,0.48703709457256833,4.7988537297270994,0.1758909183900227,3,7,250,14.261817094895317,0.8067811097520365,COMPLETE
