number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_scale_pos_weight,params_subsample,state
0,0.19656616461444126,2025-10-18 14:17:30.623605,2025-10-18 14:17:32.102612,0 days 00:00:01.479007,0.3119890406724053,0.8540362888980227,0.5102922471479012,0.8005575058716043,0.7319939418114051,0.2904180608409973,0.09340308327072934,2,10,150,19.548647782429917,0.9330880728874675,COMPLETE
1,0.21887009531793952,2025-10-18 14:17:32.103268,2025-10-18 14:17:42.598940,0 days 00:00:10.495672,1.0495128632644757,0.569746930326021,0.6460723242676091,0.8059264473611898,0.18182496720710062,2.1597250932105787,0.042484433685853404,3,3,200,10.495427649405375,0.645614570099021,COMPLETE
2,0.20926342654494173,2025-10-18 14:17:42.599551,2025-10-18 14:17:48.720289,0 days 00:00:06.120738,0.09290082543999545,0.9744427686266666,0.9828160165372797,0.5325257964926398,0.19967378215835974,3.0377242595071916,0.07957992095277988,2,8,350,17.125960221746915,0.5852620618436457,COMPLETE
3,0.11786139595467805,2025-10-18 14:17:48.720908,2025-10-18 14:17:48.983867,0 days 00:00:00.262959,0.9903538202225404,0.831261142176991,0.6558555380447055,0.6293899908000085,0.6842330265121569,0.17194260557609198,0.06914594902276397,1,1,150,12.801020317667163,0.954660201039391,COMPLETE
4,0.19861992546372795,2025-10-18 14:17:48.984307,2025-10-18 14:18:03.787314,0 days 00:00:14.803007,1.7896547008552977,0.5979914312095727,0.522613644455269,0.5442462510259598,0.9695846277645586,2.9894998940554256,0.13054491604548749,2,2,500,9.879954961448966,0.9609371175115584,COMPLETE
5,0.21114315593574368,2025-10-18 14:18:03.787758,2025-10-18 14:18:11.877356,0 days 00:00:08.089598,1.085392166316497,0.9934434683002586,0.8861223846483287,0.5372753218398854,0.8287375091519293,0.7046211248738132,0.05902737075341557,2,3,200,7.980735223012586,0.9010984903770198,COMPLETE
6,0.14534026304057143,2025-10-18 14:18:11.877798,2025-10-18 14:18:12.654620,0 days 00:00:00.776822,0.14808930346818072,0.811649063413779,0.6654490124263246,0.9315517129377968,0.7068573438476171,1.7923286427213632,0.11960700969365366,1,9,400,5.953375254290354,0.5579345297625649,COMPLETE
7,0.1492846812257032,2025-10-18 14:18:12.655056,2025-10-18 14:18:14.617048,0 days 00:00:01.961992,0.9444298503238986,0.7806385987847482,0.8854835899772805,0.8803925243084487,0.7296061783380641,0.5979712296915085,0.10055656470799232,1,4,450,12.40693394546586,0.8566223936114975,COMPLETE
8,0.2037763876041886,2025-10-18 14:18:14.617418,2025-10-18 14:18:20.490653,0 days 00:00:05.873235,1.2728208225275608,0.6246461145744375,0.7051914615178149,0.9537832369630466,0.02541912674409519,1.5717799053816335,0.036814079385739204,2,5,100,16.33326707814573,0.7542853455823514,COMPLETE
9,0.12109052460426872,2025-10-18 14:18:20.491277,2025-10-18 14:18:21.065160,0 days 00:00:00.573883,1.616240759128834,0.5932850294430179,0.9462794992449889,0.9018360384495572,0.289751452913768,3.1670187825521174,0.04073360826924564,1,1,500,13.09013362873476,0.9357302950938589,COMPLETE
10,0.20717779337413617,2025-10-18 14:18:21.065599,2025-10-18 14:18:22.673801,0 days 00:00:01.608202,0.6011296460986921,0.5061555847824687,0.7952373447968649,0.719925310661622,0.42997719850486626,4.7988537297270994,0.1758909183900227,3,7,250,9.573113160501656,0.6683001503695388,COMPLETE
11,0.21924953942784314,2025-10-18 14:18:22.674422,2025-10-18 14:18:34.573214,0 days 00:00:11.898792,1.389447692488778,0.9902972564913499,0.8072237332377079,0.7459094211331472,0.9553829891559125,1.544319621855946,0.05228544361730554,3,3,250,6.2955338272890575,0.7744296246129564,COMPLETE
12,0.22321248583723566,2025-10-18 14:18:34.573640,2025-10-18 14:18:51.516416,0 days 00:00:16.942776,1.4765491298594415,0.7055348977527713,0.7698144434851082,0.7532665572573536,0.48128849296602255,1.8976653852327803,0.04615971001513217,3,6,300,5.390802340253089,0.7668488044873684,COMPLETE
13,0.21724837038519448,2025-10-18 14:18:51.517015,2025-10-18 14:19:02.703608,0 days 00:00:11.186593,1.5026121258348508,0.6924745509172271,0.7897830247330323,0.7021541780090332,0.5153178426422849,1.5960705571191685,0.05317182640207674,3,7,300,5.039198334479738,0.7942486338542823,COMPLETE
14,0.2129118922235707,2025-10-18 14:19:02.704001,2025-10-18 14:19:13.196778,0 days 00:00:10.492777,1.954532931190156,0.89951934417331,0.8400978993798683,0.6548429730283009,0.508634351480895,3.841878124171102,0.050603896576776906,3,6,300,7.203724618304364,0.8197342331354389,COMPLETE
15,0.22189906219569672,2025-10-18 14:19:13.197392,2025-10-18 14:19:28.731655,0 days 00:00:15.534263,1.3970154151944059,0.7042426129142189,0.7444935039152705,0.8214237152952776,0.9003643271443084,1.0089643350812059,0.03091831852058088,3,5,350,7.408530902065467,0.714467659713811,COMPLETE
16,0.21947067430746037,2025-10-18 14:19:28.732119,2025-10-18 14:19:42.926407,0 days 00:00:14.194288,0.6982079346585999,0.7020358933404531,0.7347020616366766,0.8266383639331273,0.39954655855358845,0.9504836563103287,0.030028588606278127,3,5,400,8.471806600893254,0.6839028600488549,COMPLETE
17,0.20915836656660008,2025-10-18 14:19:42.927025,2025-10-18 14:19:52.065306,0 days 00:00:09.138281,1.710565399299504,0.7148951406900584,0.586470357935797,0.9981126922026228,0.6110190250599659,2.4951572037727567,0.030789811660476868,3,6,350,11.356513022627821,0.7164008153695935,PRUNED
18,0.20961998044085522,2025-10-18 14:19:52.065709,2025-10-18 14:19:58.137903,0 days 00:00:06.072194,1.2047460643998147,0.6711215086048935,0.7287086675172635,0.8440695832015569,0.8472692517103939,1.1517679041098197,0.036479263368457054,3,7,350,5.175828902138091,0.5012080816834993,COMPLETE
19,0.22340112256627057,2025-10-18 14:19:58.138281,2025-10-18 14:20:08.384705,0 days 00:00:10.246424,1.9492036445899288,0.7507245979538961,0.5821718262630846,0.6610679688214768,0.34175023161321694,2.2229567516869406,0.04488634740325473,3,4,400,7.4132526878730385,0.8449638608200779,COMPLETE
20,0.21229932094864234,2025-10-18 14:20:08.385072,2025-10-18 14:20:21.363645,0 days 00:00:12.978573,1.9143259297934268,0.7668506714671002,0.5764552678331522,0.6090327556419113,0.321675734048673,2.3112139630562947,0.06587293694626464,2,4,450,14.634014349891308,0.8460380014778087,COMPLETE
21,0.22248903282296484,2025-10-18 14:20:21.364272,2025-10-18 14:20:27.629242,0 days 00:00:06.264970,1.4545851551377753,0.7390310897251647,0.5873366638078265,0.6752703715009786,0.5778371281347211,1.1689859591958411,0.044510219795268306,3,4,400,7.738513432696595,0.7273333667806243,COMPLETE
22,0.21839238176358167,2025-10-18 14:20:27.629844,2025-10-18 14:20:40.942263,0 days 00:00:13.312419,1.5879112461551323,0.757458635913335,0.5855672933781656,0.6788802179517095,0.5925051436968873,2.0934799905594503,0.04319294627986923,3,4,400,8.946968607850888,0.8664273583661333,COMPLETE
23,0.21465394645065125,2025-10-18 14:20:40.942870,2025-10-18 14:20:54.420220,0 days 00:00:13.477350,1.8294720356868674,0.6490038290548179,0.6145773566887291,0.588054693082291,0.4158981599583442,3.561156315837249,0.04690905401315418,3,6,450,6.603317277899126,0.7996098880751347,COMPLETE
24,0.2153943023716735,2025-10-18 14:20:54.420824,2025-10-18 14:21:07.086171,0 days 00:00:12.665347,1.4442946668667611,0.886714551595948,0.5417160001994835,0.7566595599387839,0.5657643036237843,2.7163576589863707,0.06332486619963318,3,4,250,7.736511461520772,0.7288022040590623,COMPLETE
25,0.22420381492981778,2025-10-18 14:21:07.086782,2025-10-18 14:21:22.000457,0 days 00:00:14.913675,1.6822398096618891,0.729864320092354,0.6744753764374929,0.7648143992941883,0.33727385003185223,1.331304511564233,0.0375047403876431,3,2,400,11.033037671871503,0.6243230380869139,COMPLETE
26,0.17294039725653867,2025-10-18 14:21:22.001060,2025-10-18 14:21:23.665996,0 days 00:00:01.664936,1.6652619232039982,0.6563874826780862,0.6704260040844204,0.7600916753481204,0.25591274277578413,1.8923890296031933,0.03561439338159493,2,2,300,11.098613353652597,0.6145203230726352,COMPLETE
27,0.21487240993146076,2025-10-18 14:21:23.666442,2025-10-18 14:21:28.509012,0 days 00:00:04.842570,1.9880540576642902,0.7968649471314905,0.698358889037682,0.7183814618730943,0.11501973861169984,2.498327738203865,0.07631033337540837,3,2,450,14.431441970391411,0.8938158372506952,COMPLETE
28,0.19727051207681962,2025-10-18 14:21:28.509632,2025-10-18 14:21:38.448623,0 days 00:00:09.938991,1.775980658606196,0.7324341360937477,0.6258420517178535,0.5830491644408539,0.40347043486655465,1.3162772435263428,0.05767054521906325,2,3,300,8.855294089248629,0.8198344203113364,COMPLETE
29,0.15999168723819493,2025-10-18 14:21:38.449247,2025-10-18 14:21:40.579023,0 days 00:00:02.129776,0.7764158782475581,0.848580836566492,0.5095826767217481,0.7775256470692787,0.3356490432849871,0.5509775644695236,0.03701300031251774,2,10,350,5.858315803368166,0.557278794935726,PRUNED
30,0.20071761235575283,2025-10-18 14:21:40.579430,2025-10-18 14:21:43.106922,0 days 00:00:02.527492,1.874205743490204,0.9041604553901227,0.7710719278966759,0.8572906393500375,0.10109945718673596,4.121738621001905,0.08811805498149984,3,8,400,11.793216971278174,0.5000857820058863,COMPLETE
31,0.22277877832185944,2025-10-18 14:21:43.107364,2025-10-18 14:21:57.087190,0 days 00:00:13.979826,1.270498787343797,0.7409552133542281,0.5585261287223777,0.6573564217817597,0.47562360808085924,1.3739826097105523,0.04644160655223469,3,5,400,7.002450068901796,0.7520436954687055,COMPLETE
32,0.21863658516850093,2025-10-18 14:21:57.087637,2025-10-18 14:22:05.590280,0 days 00:00:08.502643,1.5705072256607977,0.7534703881438943,0.5561297744220616,0.6403134121698957,0.479502921592421,1.8573265249670359,0.04835630606115727,3,5,500,6.756746414233564,0.7646771861313039,COMPLETE
33,0.21118914510911688,2025-10-18 14:22:05.590882,2025-10-18 14:22:09.845805,0 days 00:00:04.254923,1.2678650231257826,0.6733830485336948,0.6187707840646723,0.6829068467672554,0.2297020063277011,2.1592197787684055,0.040945501532076774,3,6,350,19.574679147340902,0.6451035598364578,COMPLETE
34,0.22402452048017407,2025-10-18 14:22:09.846419,2025-10-18 14:22:22.289461,0 days 00:00:12.443042,1.1205727559840084,0.815719888200489,0.694436201603229,0.8002038409440986,0.3550355826726484,1.436404531989193,0.03367418123259642,3,2,450,9.916624987457928,0.6854142473204926,COMPLETE
35,0.22364869640077348,2025-10-18 14:22:22.290077,2025-10-18 14:22:36.091614,0 days 00:00:13.801537,0.409633043405099,0.8135321636569055,0.6857584358960036,0.7949995904735248,0.3533287798169597,2.7761720222697432,0.033817295165615976,3,1,450,10.33249389970678,0.6274589729985768,COMPLETE
36,0.21972425929624864,2025-10-18 14:22:36.092279,2025-10-18 14:22:47.095241,0 days 00:00:11.002962,0.4092498001277316,0.8259215572795118,0.692059840032456,0.7878462403788024,0.1788985383989461,2.7285920143615194,0.03323238252112674,3,1,450,10.329289122384187,0.610644949917159,COMPLETE
37,0.20885492585259777,2025-10-18 14:22:47.095847,2025-10-18 14:22:56.810505,0 days 00:00:09.714658,0.40026543253388014,0.8578057671169708,0.6465828210663862,0.7966832182235521,0.3652457096317997,0.05243099536025664,0.03359420335484466,2,2,500,9.559640736720821,0.6351713330566761,COMPLETE
