mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_scale_pos_weight,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
19.5790597597758,1.9510218954940164,0.07716512680053711,0.018880917076916,0.8,1,3,7,0.05,0.0,0.7,"{'subsample': 0.8, 'scale_pos_weight': 1, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7}",0.3137618077421745,0.33756805807622503,0.32052931446425287,0.3239530600942175,0.010015851248426053,4
13.115143537521362,2.1298741090461544,0.06745131810506184,0.00901568682230601,0.8,1,3,5,0.01,0.0,0.8,"{'subsample': 0.8, 'scale_pos_weight': 1, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.8}",0.25949367088607594,0.2808772604848018,0.2679055361982191,0.26942548918969894,0.008795725054590094,9
24.707683006922405,3.867738394168828,0.10373655954996745,0.004417211946279256,0.7,1,1,7,0.05,0.1,0.8,"{'subsample': 0.7, 'scale_pos_weight': 1, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.8}",0.3121732636295743,0.3351449275362319,0.3191060633815717,0.3221414181824593,0.009620615702249757,5
21.67110260327657,4.645791674503653,0.08185132344563802,0.005320965733597688,0.7,3,1,7,0.05,0.0,0.7,"{'subsample': 0.7, 'scale_pos_weight': 3, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7}",0.4463350785340314,0.4574277678343135,0.44971037388099,0.45115774008311166,0.004642778670180971,3
14.718024174372355,0.6452107053052902,0.07593576113382976,0.020459355602379454,0.8,1,3,5,0.05,0.0,0.8,"{'subsample': 0.8, 'scale_pos_weight': 1, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.8}",0.3014885999623139,0.32634897088818837,0.3057989931008764,0.31121218798379285,0.010847012484960734,6
13.676653464635214,1.002166715224342,0.06876349449157715,0.003124441127619798,0.8,1,1,5,0.01,0.0,0.7,"{'subsample': 0.8, 'scale_pos_weight': 1, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.7}",0.26195179770841565,0.27914169727430893,0.26839659178931063,0.26983002892401176,0.007090567362617729,8
21.71178452173869,3.6273890150851793,0.08460474014282227,0.01706791957947382,0.7,3,3,7,0.05,0.0,0.7,"{'subsample': 0.7, 'scale_pos_weight': 3, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7}",0.4593801810993496,0.4633962264150943,0.4612850082372323,0.46135380525055875,0.0016402651749662877,2
8.849956750869751,1.4436160156078983,0.06038435300191244,0.004837142564216937,0.7,1,3,3,0.05,0.0,0.8,"{'subsample': 0.7, 'scale_pos_weight': 1, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.8}",0.27809965237543455,0.29163498098859314,0.2832699619771863,0.284334865113738,0.00557684463857629,7
7.807920932769775,0.7466094455466691,0.05203684171040853,0.004519114617659264,0.8,1,3,3,0.01,0.1,0.7,"{'subsample': 0.8, 'scale_pos_weight': 1, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.7}",0.2315112540192926,0.25151574418149814,0.23631350925561245,0.2397801691521344,0.008526750252042479,10
6.917878945668538,1.4537282079488385,0.02809254328409831,0.009730283212198789,0.8,3,1,3,0.1,0.0,0.8,"{'subsample': 0.8, 'scale_pos_weight': 3, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.8}",0.4917216958560628,0.48875448875448874,0.4877677296525464,0.4894146380876993,0.0016803392596419818,1
