threshold,accuracy,precision,recall,f1
0.78,0.9210095700897506,0.8089887640449438,0.09436435124508519,0.16901408450704225
0.79,0.9209351911538652,0.8221343873517787,0.09086937527304499,0.16365066876475218
0.8,0.9208856051966083,0.8354080221300139,0.08795689529634483,0.15915678524374177
0.8099999999999999,0.9208236227500372,0.8478260869565217,0.08519003931847968,0.15482334259626837
0.82,0.9207492438141518,0.8612804878048781,0.08227755934177952,0.15020603482653197
0.83,0.9206252789210095,0.8741935483870967,0.07892820736857434,0.14478429277414184
0.84,0.92053850349581,0.8879456706281834,0.07616135139070919,0.14028969957081544
0.85,0.9202409877522686,0.8900900900900901,0.07193825542449396,0.13311775801670708
0.86,0.9200674369018694,0.9036608863198459,0.06829765545361875,0.12699702139182237
0.87,0.9197947141369565,0.9144050104384134,0.06378331148973351,0.11924857065069426
0.88,0.9195591808399861,0.9276018099547512,0.05970583952235328,0.11219045012997673
0.89,0.9193732335002727,0.9416058394160584,0.0563564875491481,0.10634789777411377
0.9,0.9190633212674171,0.9518716577540107,0.05184214358526285,0.09832896008838558
