threshold,accuracy,precision,recall,f1
0.38,0.2931769722814499,0.1066526533749549,0.9900975680792194,0.19256259204712814
0.39,0.3050528090444786,0.10790518244568076,0.9857288481141692,0.19451708382424782
0.4,0.33246144691823276,0.1105086881549277,0.9705839522353283,0.1984251030828086
0.41000000000000003,0.37607229632568057,0.11483109425401439,0.9434978884520169,0.20474332032422696
0.42000000000000004,0.40840234045718254,0.11821104175232684,0.9210717926314257,0.2095307505010518
0.43000000000000005,0.44005057767640204,0.12082995109782416,0.8887432648900538,0.21273703290574456
0.44000000000000006,0.46928149947934744,0.12404560192448488,0.8635503130915975,0.2169300556043313
0.45000000000000007,0.4916819556701542,0.12695602762479238,0.8459298092325616,0.22077798681185032
0.45999999999999996,0.5204913968364159,0.1310136859197402,0.8224843454201253,0.22602397102667227
0.47,0.556664352655328,0.1354093065509236,0.781418377748653,0.23082051833530487
0.48,0.5950314870828581,0.14108449489469438,0.7384592980923256,0.23690726465779025
0.49,0.627956562701443,0.1461766594307029,0.6962283384301733,0.24162328801738514
0.5,0.6584395299251252,0.15212565585900714,0.6586573467307413,0.24716522309352715
0.51,0.6856622204591659,0.1586545561955398,0.6257463229940294,0.25312951017643076
0.52,0.7110750235533297,0.16585365853658537,0.5941459152468327,0.2593192868719611
0.53,0.7326201219814549,0.17221082671898688,0.562399883500801,0.26368074283958626
0.54,0.7513760103138791,0.17792429792429793,0.5305082277559342,0.2664764830663448
0.55,0.7694252987553925,0.18410424855958216,0.49788845201689236,0.26881044107241137
0.56,0.7859374225219418,0.19174915535534348,0.4710936362312509,0.27255876653467015
0.5700000000000001,0.8021768235235781,0.2005007577255057,0.4431338284549294,0.2760841952458719
0.58,0.8182426736748153,0.21123212565755353,0.4151740206786078,0.28000392850127676
0.59,0.8335275449992562,0.22298210064167512,0.38459298092325617,0.2822938378493934
0.6,0.8506223037635742,0.24030463974346128,0.3492063492063492,0.28469666389647397
0.61,0.8622626072296325,0.2563160312356454,0.32503276539973786,0.2866131621187801
0.62,0.8715227847473596,0.27050794067462924,0.30013106159895153,0.2845506005798702
0.63,0.8790474537610948,0.28579899199525644,0.2807630697538954,0.28325864982002497
0.64,0.885245698418208,0.3003008021390374,0.2616863259065094,0.27966695198817215
0.65,0.8901918976545842,0.31458372136338236,0.24595893403232852,0.2760706113108859
0.66,0.8935141567907968,0.32457747912848706,0.23212465414300276,0.2706741382238071
0.67,0.8964893142262111,0.3368536853685368,0.22295034221639726,0.26831405538030145
0.6799999999999999,0.899005801556999,0.3482693219535325,0.21392165428862678,0.26504285069914296
0.69,0.9011627906976745,0.35914416709118696,0.2053298383573613,0.26128045955712037
0.7,0.9032577973917787,0.3719595517901066,0.1981942624144459,0.258597757932738
0.71,0.9048693410026281,0.38128861429832306,0.18872870249017037,0.25248392752776155
0.72,0.9064808846134774,0.393183969706532,0.18144750254842,0.2483060980470307
0.73,0.908154410670898,0.40750853242320817,0.17387505460899957,0.24374808614882107
0.74,0.9097287648138047,0.42374127159132674,0.16790447065676423,0.2405089695452649
0.75,0.9113527049139684,0.44351630867143993,0.16237075870103393,0.23771452936787124
0.76,0.9128774730996182,0.4648318042813456,0.15494393476044852,0.2324159021406728
0.77,0.9141171220310408,0.48517258142926595,0.145332750837338,0.2236665172568355
0.78,0.915282392026578,0.5089527943570266,0.1365953109072375,0.2153846153846154
0.79,0.9159518024495463,0.5261261261261261,0.12756662297946703,0.20534458509142053
0.8,0.9164104725541726,0.542407660738714,0.11547983107616135,0.19041901788930243
0.8099999999999999,0.9170550899985124,0.5681114551083591,0.10688801514489588,0.17992401029537933
0.82,0.9174889671245103,0.5941123996431757,0.09698558322411534,0.16675012518778168
0.83,0.917798879357366,0.6216494845360825,0.08781127129750983,0.1538854153375016
0.84,0.9180220161650221,0.6511904761904762,0.07965632736274939,0.14194887764370054
0.85,0.9184187038230773,0.6975138121546961,0.07354011941167904,0.13305229877486496
0.86,0.9187038230773045,0.7677642980935875,0.06451143148390855,0.11902203116603977
0.87,0.9185798581841622,0.8257080610021786,0.055191495558468036,0.10346710346710347
0.88,0.9183815143551346,0.8733509234828496,0.04820154361438765,0.09136075075903947
0.89,0.9178856547825656,0.9063545150501672,0.03946410368428717,0.07563494278537539
0.9,0.9173402092527396,0.954337899543379,0.030435415756516673,0.058989556872706746
