threshold,accuracy,precision,recall,f1
0.1,0.2254549511578321,0.09899919243193354,0.99970875200233,0.18015772001417119
0.11,0.22870283135815936,0.09937465620566863,0.99970875200233,0.180779207099501
0.12000000000000001,0.2318887291119155,0.09974573192880494,0.99970875200233,0.181393013792739
0.13,0.23384737442356324,0.099975242838627,0.99970875200233,0.18177244684512936
0.14,0.23592998462835324,0.10020876826722339,0.999563128003495,0.18215593652141607
0.15000000000000002,0.23824812813011356,0.10048309178743961,0.999563128003495,0.18260904265932398
0.16,0.2402067734417613,0.10071604648432915,0.999563128003495,0.18299364161079193
0.17,0.24222740119998015,0.10094576904408195,0.99941750400466,0.1833702941726561
0.18,0.24407447810779986,0.10115572852172887,0.999271880005825,0.1837141747988702
0.19,0.24587196905836267,0.10137241287615784,0.999271880005825,0.184071461144344
0.2,0.24749590915852632,0.10155718049675834,0.9991262560069899,0.18437353039973128
0.21000000000000002,0.24904547032280458,0.10173362400083048,0.9989806320081549,0.1846617674769173
0.22,0.2507189963802251,0.10192587749279282,0.9988350080093199,0.1849759307452704
0.23,0.25220657509793226,0.10210795843629976,0.9988350080093199,0.18527572561148553
0.24000000000000002,0.25384291168741013,0.1023090003281525,0.9988350080093199,0.1856066243623916
0.25,0.2554296623196311,0.10249282639885222,0.9986893840104849,0.18590655877688772
0.26,0.2573263251847077,0.10271582006381354,0.9985437600116499,0.18627078126697816
0.27,0.25882630039172905,0.10287849681834554,0.9982525120139799,0.18653315011088586
0.28,0.26041305102395,0.10307650667629015,0.9982525120139799,0.18685856809911272
0.29000000000000004,0.26217335250657015,0.10328511151295962,0.9981068880151449,0.18719871085801684
0.30000000000000004,0.2638964645212476,0.10347795883232402,0.9978156400174749,0.18751026216408517
0.31,0.2662146080230079,0.10372300142376784,0.9972331440221348,0.18790215258818202
0.32,0.2685823374820251,0.10401190964468547,0.9970875200232998,0.18837350060526026
0.33,0.27127237566321216,0.10431972685425113,0.9966506480267948,0.18887033791894914
0.33999999999999997,0.2748177716070809,0.10471596998928188,0.9959225280326198,0.18950635243914266
0.35,0.27774334308523824,0.10507146150299677,0.9956312800349497,0.19008298928228867
0.36,0.28095403381762285,0.10529646953488013,0.9933012960535896,0.19040839684001898
0.37,0.28720186443199286,0.10597500428008902,0.9915538080675695,0.1914845749318035
