number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bylevel,params_colsample_bynode,params_colsample_bytree,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_scale_pos_weight,params_subsample,state
0,0.19656616461444126,2025-10-18 15:23:03.369439,2025-10-18 15:23:04.911728,0 days 00:00:01.542289,0.3119890406724053,0.8540362888980227,0.5102922471479012,0.8005575058716043,0.7319939418114051,0.2904180608409973,0.09340308327072934,2,10,150,19.548647782429917,0.9330880728874675,COMPLETE
1,0.20593858523948866,2025-10-18 15:23:04.912215,2025-10-18 15:23:06.772820,0 days 00:00:01.860605,1.0495128632644757,0.569746930326021,0.6460723242676091,0.8059264473611898,0.18182496720710062,2.1597250932105787,0.042484433685853404,5,3,200,10.495427649405375,0.645614570099021,COMPLETE
2,0.2186634500145862,2025-10-18 15:23:06.773433,2025-10-18 15:23:10.048815,0 days 00:00:03.275382,0.09290082543999545,0.9744427686266666,0.9828160165372797,0.5325257964926398,0.19967378215835974,3.0377242595071916,0.07957992095277988,3,8,350,17.125960221746915,0.5852620618436457,COMPLETE
3,0.2121773372990736,2025-10-18 15:23:10.049249,2025-10-18 15:23:16.443987,0 days 00:00:06.394738,0.9903538202225404,0.831261142176991,0.6558555380447055,0.6293899908000085,0.6842330265121569,0.17194260557609198,0.06914594902276397,2,1,150,12.801020317667163,0.954660201039391,COMPLETE
4,0.22857491043340628,2025-10-18 15:23:16.444603,2025-10-18 15:23:23.252863,0 days 00:00:06.808260,1.7896547008552977,0.5979914312095727,0.522613644455269,0.5442462510259598,0.9695846277645586,2.9894998940554256,0.13054491604548749,3,2,500,9.879954961448966,0.9609371175115584,COMPLETE
5,0.21114315593574368,2025-10-18 15:23:23.253293,2025-10-18 15:23:31.223202,0 days 00:00:07.969909,1.085392166316497,0.9934434683002586,0.8861223846483287,0.5372753218398854,0.8287375091519293,0.7046211248738132,0.05902737075341557,2,3,200,7.980735223012586,0.9010984903770198,COMPLETE
6,0.14534026304057143,2025-10-18 15:23:31.223805,2025-10-18 15:23:32.008770,0 days 00:00:00.784965,0.14808930346818072,0.811649063413779,0.6654490124263246,0.9315517129377968,0.7068573438476171,1.7923286427213632,0.11960700969365366,1,9,400,5.953375254290354,0.5579345297625649,COMPLETE
7,0.19942236321299386,2025-10-18 15:23:32.009215,2025-10-18 15:23:40.204002,0 days 00:00:08.194787,0.9444298503238986,0.7806385987847482,0.8854835899772805,0.8803925243084487,0.7296061783380641,0.5979712296915085,0.10055656470799232,2,4,450,12.40693394546586,0.8566223936114975,COMPLETE
8,0.21800427680952492,2025-10-18 15:23:40.204441,2025-10-18 15:23:50.779016,0 days 00:00:10.574575,1.2728208225275608,0.6246461145744375,0.7051914615178149,0.9537832369630466,0.02541912674409519,1.5717799053816335,0.036814079385739204,3,5,100,16.33326707814573,0.7542853455823514,COMPLETE
9,0.20641316163884688,2025-10-18 15:23:50.779392,2025-10-18 15:24:00.990480,0 days 00:00:10.211088,1.616240759128834,0.5932850294430179,0.9462794992449889,0.9018360384495572,0.289751452913768,3.1670187825521174,0.04073360826924564,2,1,500,13.09013362873476,0.9357302950938589,COMPLETE
10,0.20111522907788526,2025-10-18 15:24:00.991093,2025-10-18 15:24:08.380857,0 days 00:00:07.389764,1.8153295905650353,0.5061555847824687,0.5134813036106443,0.6673975881116181,0.9695371107878658,4.701219773718164,0.18001237279138718,5,7,300,9.22647334791915,0.8052793858315317,COMPLETE
11,0.20012025463897998,2025-10-18 15:24:08.381310,2025-10-18 15:24:10.020721,0 days 00:00:01.639411,0.5072156782597456,0.9993823546841585,0.8045369317168723,0.5261916977501778,0.47271400665794866,3.4204971644237014,0.14793290853375213,4,8,350,16.842155994791973,0.6649279735387731,COMPLETE
12,0.19581545885771176,2025-10-18 15:24:10.021174,2025-10-18 15:24:11.119682,0 days 00:00:01.098508,0.6338012297905937,0.6952428775424798,0.9806773538945733,0.622344146322471,0.41704161785919414,3.4189641333141223,0.13134051217266332,4,7,300,15.657437818857492,0.5217389279975997,COMPLETE
13,0.21183619951671986,2025-10-18 15:24:11.120135,2025-10-18 15:24:14.960768,0 days 00:00:03.840633,1.5032268496315777,0.922205928118806,0.7897830247330323,0.5153007763552031,0.1326693853630413,4.264342202471387,0.19849444551929535,3,6,500,19.53904778073077,0.6471208002214496,COMPLETE
14,0.2201547840499179,2025-10-18 15:24:14.961223,2025-10-18 15:24:22.424917,0 days 00:00:07.463694,1.954532931190156,0.7177343251658946,0.5851844040992087,0.6728958797539384,0.32047621035414464,2.76238259183459,0.0802914138898295,4,9,400,5.638021614341806,0.7191068869831923,COMPLETE
15,0.22020639789438878,2025-10-18 15:24:22.425380,2025-10-18 15:24:29.351928,0 days 00:00:06.926548,1.9509554738783237,0.6998804745577683,0.5584738618863507,0.7039731631007538,0.35839028479054175,2.5966899304716535,0.059787873980454986,4,10,450,5.319429428543228,0.7230768923179034,PRUNED
16,0.2235772216498947,2025-10-18 15:24:29.352345,2025-10-18 15:24:37.139967,0 days 00:00:07.787622,1.6537346219316746,0.7020358933404531,0.5726677135414195,0.5877347793980902,0.5650539515627094,3.9473837130135085,0.11229321219443857,4,2,400,7.381475040671214,0.8270485941220279,COMPLETE
17,0.2157861648507899,2025-10-18 15:24:37.140596,2025-10-18 15:24:44.013833,0 days 00:00:06.873237,1.5505334600344298,0.644777683962274,0.5847227833367059,0.5856371817363888,0.5732163403594482,3.9591869444601446,0.15587011921642535,3,2,450,7.724296267968363,0.9977470855189637,COMPLETE
18,0.19909502637574122,2025-10-18 15:24:44.014277,2025-10-18 15:24:51.761236,0 days 00:00:07.746959,1.2874383123657998,0.5120602084172902,0.7287086675172635,0.7504291702718602,0.9938427850497087,4.019507906380754,0.11157938454567926,5,3,500,9.985514680621067,0.8501439166248972,PRUNED
19,0.1718273661608027,2025-10-18 15:24:51.761584,2025-10-18 15:24:52.738842,0 days 00:00:00.977258,1.7020264340778923,0.6571057670162521,0.6203640996594987,0.5859097416932905,0.8656929448381365,4.760745521810797,0.14146463744096036,1,2,400,7.803602502976898,0.8106452018417596,PRUNED
20,0.2200466697953769,2025-10-18 15:24:52.739254,2025-10-18 15:24:57.853859,0 days 00:00:05.114605,1.3209939349359319,0.7527607803442989,0.5516922565137572,0.5887284907495637,0.5412280810741676,3.7450997351239965,0.09323831896272743,4,5,250,11.18379143019338,0.9997067470438427,COMPLETE
21,0.2113600559502362,2025-10-18 15:24:57.854315,2025-10-18 15:25:01.148945,0 days 00:00:03.294630,1.928562923477254,0.7027808857727906,0.5944182569482888,0.6956329054186233,0.28406402992064983,2.5768678660029143,0.0719082974750324,4,4,400,6.893403061336086,0.7317233440431532,COMPLETE
22,0.2235440903681073,2025-10-18 15:25:01.149412,2025-10-18 15:25:10.461954,0 days 00:00:09.312542,1.9819553275736408,0.5788171087986521,0.5460147014470746,0.6581570310239709,0.6207640572549231,2.898296579708873,0.0839519661402328,3,2,350,5.102070297347213,0.7897167307839765,COMPLETE
23,0.2148562765282176,2025-10-18 15:25:10.462402,2025-10-18 15:25:23.001986,0 days 00:00:12.539584,1.7499962529179118,0.5693839711838653,0.5311588663319696,0.6197118000782954,0.5862726641515741,2.0997356099209634,0.11002440998996599,3,2,350,8.970757997070185,0.7875440736428169,COMPLETE
24,0.22540493452416865,2025-10-18 15:25:23.002437,2025-10-18 15:25:37.580269,0 days 00:00:14.577832,1.811159042400632,0.5442527927181712,0.5051742194845482,0.5682055744275909,0.8493318581363394,1.3276363970137597,0.05270743205334646,3,1,450,6.555915898181444,0.8692486037343811,COMPLETE
25,0.22774157272074758,2025-10-18 15:25:37.580711,2025-10-18 15:25:51.913337,0 days 00:00:14.332626,1.4413117194950122,0.6153931705236579,0.620992300097841,0.5667135833883663,0.8713973081123784,1.620314072421412,0.050035973883309444,3,1,450,6.487018620700978,0.8753249634050019,COMPLETE
