,Random Forest,Mutual Information,PCA Loading,Random Forest_rank,Mutual Information_rank,PCA Loading_rank,mean_rank
rTotalApparentEnergy_dominant_frequency,5.522610836179745e-06,0.013259269502061244,0.152801881182347,114.0,24.0,87.0,75.0
aCosPhi_L2_dominant_frequency,0.002498804553590482,0.0043422711561622584,0.21855133417579956,98.0,68.0,61.0,75.66666666666667
rTotalReactiveEnergy_spectral_flatness,0.0019875914183448617,0.011754708299642536,0.0652742005750961,102.0,28.0,98.0,76.0
rTotalReactiveEnergy_dominant_frequency,0.0011096020213424511,0.013573090771469287,0.05708163814358582,106.0,23.0,101.0,76.66666666666667
aVoltage_L3_N_dominant_frequency,0.0015175174794236474,0.01102436980759225,0.09461977777178096,104.0,32.0,95.0,77.0
rTotalApparentEnergy_change_point_score,0.008003759916145579,0.003996818948477143,0.0913537349434806,63.0,71.0,97.0,77.0
aCosPhi_L1_spectral_flatness,0.008233006994021913,0.0014184135624206728,0.19062180562052114,58.0,95.0,79.0,77.33333333333333
aVoltage_L3_N_spectral_peak,0.006690094702801316,0.002169055467399872,0.22206569990455183,87.0,85.0,60.0,77.33333333333333
aVoltage_L2_N_dominant_frequency,0.0015046755520444783,0.011253333107237529,0.09259015117244543,105.0,31.0,96.0,77.33333333333333
rTotalReactiveEnergy_freq_energy_ratio_low_high,0.002082493122850864,0.008039734798557685,0.09984318727438318,101.0,42.0,94.0,79.0
aVoltage_L3_N_std,0.006904062260382721,0.0003889023795373703,0.23122941090288984,78.0,106.0,54.0,79.33333333333333
aCosPhi_L1_trend_slope,0.008371187160941181,0.003780469406939879,0.00866232900453811,55.0,75.0,113.0,81.0
aCosPhi_L2_trend_slope,0.00794509221437264,0.004195749857783149,0.009237168569320551,65.0,69.0,111.0,81.66666666666667
aVoltage_L1_N_freq_energy_ratio_low_high,0.007150502498025961,0.0010464607854079322,0.20031100815455166,73.0,100.0,72.0,81.66666666666667
aCosPhi_L3_trend_slope,0.007812332736494097,0.004374291919091222,0.008740778792592867,68.0,66.0,112.0,82.0
aVoltage_L1_N_welch_total_power,0.006839212022485605,0.0012191066186741928,0.20241176197408203,79.0,98.0,69.0,82.0
aVoltage_L1_N_dominant_frequency,0.001587382503210403,0.006555146930266931,0.10071836397054437,103.0,51.0,93.0,82.33333333333333
aVoltage_L1_N_ks_test_statistic,0.0,0.020448322051072276,9.033412280405729e-26,117.5,18.0,116.0,83.83333333333333
airTotal_ks_test_statistic,0.0,0.021146029468223526,0.0,117.5,15.0,119.0,83.83333333333333
aVoltage_L3_N_ks_test_statistic,0.0,0.02031476473359395,6.111526590957408e-18,117.5,19.0,115.0,83.83333333333333
aVoltage_L2_N_ks_test_statistic,0.0,0.020962014730666834,0.0,117.5,16.0,119.0,84.16666666666667
rTotalApparentEnergy_ks_test_statistic,0.0,0.020625072239513154,0.0,117.5,17.0,119.0,84.5
rTotalReactiveEnergy_ks_test_statistic,0.0,0.019964254719178953,9.780495574840311e-37,117.5,20.0,117.0,84.83333333333333
aVoltage_L3_N_welch_total_power,0.006626033351805589,0.0009097437611349513,0.21531530604938243,88.0,102.0,65.0,85.0
aVoltage_L3_N_skew,0.008015808473562418,0.0018368525382583822,0.034636403341691935,62.0,89.0,104.0,85.0
aVoltage_L2_N_std,0.006484752455193331,0.0,0.23292746704098954,90.0,115.5,53.0,86.16666666666667
rTotalApparentEnergy_spectral_flatness,0.0070608167779948475,0.0015381460126060453,0.11714559814623002,76.0,92.0,91.0,86.33333333333333
aVoltage_L2_N_spectral_flatness,0.0070738364564850486,0.0009064481175240502,0.1827926612798297,75.0,103.0,82.0,86.66666666666667
aVoltage_L2_N_welch_peak_power,0.006832796736338158,0.0,0.21564591790826843,81.0,115.5,64.0,86.83333333333333
aVoltage_L1_N_std,0.006784039441466172,0.0,0.21608621109064394,83.0,115.5,63.0,87.16666666666667
rTotalApparentEnergy_freq_energy_ratio_low_high,0.006745707026625489,0.003257949689883244,0.06440735048598999,85.0,79.0,99.0,87.66666666666667
aVoltage_L2_N_welch_total_power,0.006744349151918457,0.0,0.21694309531483708,86.0,115.5,62.0,87.83333333333333
aVoltage_L1_N_spectral_peak,0.006616797225245107,4.895611299349234e-05,0.21487873547290098,89.0,109.0,66.0,88.0
aVoltage_L3_N_welch_peak_power,0.00634431434150355,0.0008484266478800961,0.21433795020575158,94.0,104.0,67.0,88.33333333333333
aVoltage_L3_N_freq_energy_ratio_low_high,0.0071150750598424715,0.0,0.1945824977247788,74.0,115.5,76.0,88.5
aVoltage_L2_N_spectral_peak,0.0063976435351912435,0.0,0.22305421287602473,92.0,115.5,59.0,88.83333333333333
rTotalApparentEnergy_welch_peak_power,0.006296995261695336,0.002691198359078939,0.11743971330559382,95.0,83.0,89.0,89.0
aVoltage_L1_N_spectral_flatness,0.006784051198976467,0.00045605746789068036,0.1895141314894913,82.0,105.0,80.0,89.0
rTotalApparentEnergy_welch_total_power,0.0064301349404189,0.0020104918860639476,0.11725492309824007,91.0,88.0,90.0,89.66666666666667
aVoltage_L1_N_welch_peak_power,0.006354907315139233,0.00029143493215499916,0.20088990396618614,93.0,107.0,71.0,90.33333333333333
aVoltage_L2_N_freq_energy_ratio_low_high,0.006760982556975626,4.88902720297002e-05,0.19276026634115567,84.0,110.0,78.0,90.66666666666667
rTotalApparentEnergy_skew,0.007242941913758079,0.0020585031717632596,0.005439123738847989,72.0,87.0,114.0,91.0
aVoltage_L2_N_trend_slope,0.0077388206982715434,0.0013207364905256647,0.012394363320181147,69.0,96.0,108.0,91.0
aVoltage_L3_N_spectral_flatness,0.006838873047789308,0.0,0.18625466117010428,80.0,115.5,81.0,92.16666666666667
aVoltage_L3_N_trend_slope,0.0074618106046316825,0.0009485776619322372,0.012003933561866322,71.0,101.0,109.0,93.66666666666667
aVoltage_L1_N_skew,0.007915480485253156,0.0,0.03649167791933301,66.0,115.5,102.0,94.5
aVoltage_L2_N_skew,0.007847014272488108,0.0,0.034872373422409744,67.0,115.5,103.0,95.16666666666667
aVoltage_L1_N_trend_slope,0.007481041243118115,0.0,0.012716668628252895,70.0,115.5,107.0,97.5
rTotalReactiveEnergy_skew,0.00022763530578797937,0.0031821026484812887,0.01019512729459098,112.0,80.0,110.0,100.66666666666667
