,Random Forest,Mutual Information,PCA Loading,Random Forest_rank,Mutual Information_rank,PCA Loading_rank,mean_rank
aCosPhi_L3_change_point_score,0.013222855802518143,0.18716061889980384,0.31577255014151956,17.0,3.0,5.0,8.333333333333334
aCosPhi_L2_change_point_score,0.012387806325329194,0.18143632314726643,0.33280738589231396,22.0,6.0,3.0,10.333333333333334
aCosPhi_L1_mean,0.018574728089423818,0.013662354340530314,0.30437286685180376,3.0,22.0,9.0,11.333333333333334
aCosPhi_L3_ks_test_statistic,0.014219781208493952,0.1740882016746612,0.3041215142160792,14.0,11.0,10.0,11.666666666666666
aCosPhi_L1_change_point_score,0.012860535950095908,0.18492272667076848,0.29451124211643953,18.0,4.0,22.0,14.666666666666666
airTotal_std,0.014233313301623139,0.012766300521441343,0.30228089943054226,13.0,26.0,11.0,16.666666666666668
aPowerFactorPF_L2_change_point_score,0.017000251618715167,0.18167209563886755,0.26860043980738396,8.0,5.0,39.0,17.333333333333332
aCosPhi_L2_ks_test_statistic,0.012403331422269064,0.16291839285891663,0.29779412808198724,21.0,13.0,18.0,17.333333333333332
aCosPhi_L3_std,0.012036491873232158,0.012400292157838555,0.3224851379551835,24.0,27.0,4.0,18.333333333333332
aPowerFactorPF_L2_ks_test_statistic,0.013546868275535537,0.1697813523771341,0.28490507823787614,16.0,12.0,30.0,19.333333333333332
airTotal_trend_slope,0.012678267287860128,0.012819416083043045,0.30006939416901923,19.0,25.0,14.0,19.333333333333332
aCosPhi_L3_mean,0.01508065654705439,0.008045808810100752,0.312010936254418,11.0,41.0,7.0,19.666666666666668
aPowerFactorPF_L2_mean,0.017878691493555168,0.00832319628619449,0.2983690415775039,6.0,39.0,16.0,20.333333333333332
aCosPhi_L1_ks_test_statistic,0.015574323421951006,0.17561184868227797,0.23961976545042024,10.0,9.0,48.0,22.333333333333332
airTotal_spectral_peak,0.012127599715175208,0.010343706289486887,0.300432055023759,23.0,33.0,13.0,23.0
aCosPhi_L3_spectral_peak,0.010415617247742068,0.009725357610391283,0.31324652308485573,32.0,35.0,6.0,24.333333333333332
aCosPhi_L2_mean,0.014582687496270152,0.007858465427301287,0.2897759591164318,12.0,43.0,25.0,26.666666666666668
aVoltage_L1_N_mean,0.018247979101714943,0.010205722687383068,0.2540771921671766,4.0,34.0,43.0,27.0
aCosPhi_L2_std,0.01091004778046428,0.0062842151648849764,0.34524252071531686,28.0,55.0,1.0,28.0
aPowerFactorPF_L2_std,0.014172507584257194,0.007362913489306289,0.2890856744382357,15.0,46.0,26.0,29.0
rTotalApparentEnergy_mean,0.027373216526859406,0.31187952514951056,0.17741419192132857,2.0,1.0,84.0,29.0
airTotal_mean,0.028609869164663633,0.3069092551150747,0.17472211354748854,1.0,2.0,85.0,29.333333333333332
rTotalReactiveEnergy_mean,0.017480151738882132,0.03275036182429236,0.19496033678066632,7.0,14.0,75.0,32.0
aCosPhi_L1_std,0.011704653604075221,0.00762998549058147,0.2872717661053731,26.0,44.0,29.0,33.0
aVoltage_L3_N_mean,0.018243154566301503,0.006882188245069365,0.2445276973322922,5.0,50.0,46.0,33.666666666666664
aCosPhi_L2_spectral_peak,0.009376472781426011,0.0050614098673889,0.3352888776948295,42.0,59.0,2.0,34.333333333333336
aCosPhi_L3_welch_total_power,0.00897508516593111,0.00932086389239406,0.2952891295709308,49.0,36.0,21.0,35.333333333333336
aVoltage_L2_N_mean,0.01602103268877857,0.006999922406742742,0.23697527608607535,9.0,49.0,51.0,36.333333333333336
aVoltage_L3_N_change_point_score,0.010479466291610088,0.17641934562382255,0.2001521319426835,30.0,8.0,73.0,37.0
airTotal_welch_total_power,0.009456084461532583,0.00818434010174851,0.28468241463997285,41.0,40.0,31.0,37.333333333333336
aVoltage_L2_N_change_point_score,0.010278252008962749,0.17505129318326995,0.20228604071906325,34.0,10.0,70.0,38.0
airTotal_welch_peak_power,0.009326188874679764,0.007472466085724161,0.28814525645607014,44.0,45.0,28.0,39.0
rTotalApparentEnergy_trend_slope,0.011825506746030173,0.007012622685727665,0.23762290124306307,25.0,48.0,50.0,41.0
aVoltage_L1_N_change_point_score,0.010094330877462252,0.17987276609402136,0.19313464587662738,39.0,7.0,77.0,41.0
aCosPhi_L3_welch_peak_power,0.00875120589456102,0.007261635358087881,0.2887360385998118,52.0,47.0,27.0,42.0
airTotal_spectral_flatness,0.010444787627169976,0.008853806043560564,0.228106948738341,31.0,38.0,57.0,42.0
rTotalApparentEnergy_spectral_peak,0.012517354426565435,0.0060565599175481655,0.23088439665224772,20.0,56.0,55.0,43.666666666666664
airTotal_freq_energy_ratio_low_high,0.01026453121107911,0.011719416827885798,0.2121932049298164,35.0,29.0,68.0,44.0
rTotalApparentEnergy_std,0.011334577741814192,0.006426533634152021,0.2344187143656668,27.0,54.0,52.0,44.333333333333336
aPowerFactorPF_L2_freq_energy_ratio_low_high,0.010226165020597987,0.0029121336945510112,0.2967859382064694,36.0,81.0,20.0,45.666666666666664
aCosPhi_L2_welch_peak_power,0.008146179837989221,0.0047634718461400105,0.29101534860629263,60.0,62.0,24.0,48.666666666666664
airTotal_change_point_score,0.007041209914815732,0.009260170353166286,0.28441743373580125,77.0,37.0,32.0,48.666666666666664
aCosPhi_L2_welch_total_power,0.008288625036641201,0.004184649890330183,0.2925378937051823,57.0,70.0,23.0,50.0
aCosPhi_L1_spectral_peak,0.009232521996046288,0.004411079229492687,0.2658938410272805,46.0,64.0,40.0,50.0
aCosPhi_L3_freq_energy_ratio_low_high,0.009307402392406608,0.0014674872674400596,0.3005126025087026,45.0,94.0,12.0,50.333333333333336
aPowerFactorPF_L2_welch_total_power,0.008308742808139185,0.004385715404975343,0.27086411558578644,56.0,65.0,37.0,52.666666666666664
aPowerFactorPF_L2_spectral_peak,0.010133255258590488,0.0021292456457571163,0.2686697951616709,37.0,86.0,38.0,53.666666666666664
rTotalReactiveEnergy_change_point_score,0.000446359875094658,0.006430343332253674,0.3090678163651249,109.0,53.0,8.0,56.666666666666664
aCosPhi_L1_freq_energy_ratio_low_high,0.00895792862043352,0.0015369028481642122,0.2838186986136996,50.0,93.0,33.0,58.666666666666664
aPowerFactorPF_L2_welch_peak_power,0.007992474584479594,0.003260184115884579,0.2782235290421246,64.0,78.0,36.0,59.333333333333336
aCosPhi_L2_freq_energy_ratio_low_high,0.009105665502640824,0.0018355853833991187,0.25449241618261337,47.0,90.0,42.0,59.666666666666664
rTotalReactiveEnergy_std,0.0007205722259842792,0.005856344657416468,0.29861923393080597,107.0,57.0,15.0,59.666666666666664
aPowerFactorPF_L2_spectral_flatness,0.009352461214129613,0.0010692093805981795,0.2557329703062095,43.0,99.0,41.0,61.0
aCosPhi_L1_welch_total_power,0.008119621262197129,0.0039078614159571146,0.23810326989321356,61.0,73.0,49.0,61.0
airTotal_skew,0.009076925303966114,0.011447372980605275,0.017618051503025447,48.0,30.0,106.0,61.333333333333336
aCosPhi_L1_welch_peak_power,0.008205262062370182,0.003914994357828272,0.22826063937975388,59.0,72.0,56.0,62.333333333333336
rTotalReactiveEnergy_spectral_peak,0.002654353806657397,0.0037379913619259852,0.29808282744687686,96.0,76.0,17.0,63.0
aCosPhi_L3_dominant_frequency,0.0023645872275118245,0.006519690836557235,0.24496115928264234,100.0,52.0,45.0,65.66666666666667
rTotalReactiveEnergy_trend_slope,0.00036372833199593146,0.004350688348913501,0.29740096247457004,111.0,67.0,19.0,65.66666666666667
aPowerFactorPF_L2_skew,0.01079808168536225,0.0023243349309125527,0.1533203094545293,29.0,84.0,86.0,66.33333333333333
aCosPhi_L1_dominant_frequency,0.002522598530114233,0.004457031140606471,0.2484018159924392,97.0,63.0,44.0,68.0
aPowerFactorPF_L2_dominant_frequency,0.0024384172281929433,0.0050188138078899325,0.24030194426476753,99.0,60.0,47.0,68.66666666666667
aCosPhi_L3_spectral_flatness,0.008806045391677085,0.001292760454394637,0.22481339781849666,51.0,97.0,58.0,68.66666666666667
rTotalReactiveEnergy_welch_peak_power,0.00013327423220148746,0.004926268617132967,0.2806187183690272,113.0,61.0,35.0,69.66666666666667
aCosPhi_L3_skew,0.010358308731488415,0.0016984961580619462,0.13105508840100005,33.0,91.0,88.0,70.66666666666667
aCosPhi_L2_spectral_flatness,0.00849897074402311,0.0035172214522354306,0.18165303029914623,53.0,77.0,83.0,71.0
aPowerFactorPF_L2_trend_slope,0.008372072452213665,0.005153732782662956,0.01931202302251998,54.0,58.0,105.0,72.33333333333333
rTotalReactiveEnergy_welch_total_power,0.0004287609080085265,0.0038780463420859945,0.2816730915369495,110.0,74.0,34.0,72.66666666666667
aCosPhi_L1_skew,0.010118683389317628,9.36112161566971e-05,0.19576807712033145,38.0,108.0,74.0,73.33333333333333
airTotal_dominant_frequency,0.0005600582953846833,0.01919502687057184,0.10978048423064143,108.0,21.0,92.0,73.66666666666667
aCosPhi_L2_skew,0.009744923542872864,0.0028406129985711903,0.06132787422606437,40.0,82.0,100.0,74.0
