Feature,Importance
aReactivePower_L2_ks_test_statistic,394.2475280761719
rTotalActivePower_diff_mean,290.4524230957031
aVoltage_L3_N_std,241.27499389648438
aReactivePower_L3_trend_slope,203.402099609375
aActivePower_L1_mean,136.3987274169922
aActivePower_L2_std,111.56251525878906
aVoltage_L1_N_change_point_score,94.20880889892578
aReactivePower_L3_ks_test_statistic,86.73638153076172
rTotalApparentPower_ks_test_statistic,75.87371063232422
aVoltage_L3_N_max,73.63951873779297
aCosPhi_L1_change_point_score,72.48210144042969
rTotalApparentPower_skew,71.28231048583984
aCosPhi_L2_std,65.78468322753906
aReactivePower_L2_abs_energy,57.09809875488281
aCurrentL3_spike_count,56.17719268798828
aCosPhi_L1_max,52.927894592285156
rTotalReactiveEnergy_mean,51.138511657714844
aCosPhi_L1_range,49.93592834472656
aApparentPower_L2_max,48.916839599609375
aCosPhi_L1_min,48.68181228637695
aCurrentL3_ks_test_statistic,44.254966735839844
rTotalReactiveEnergy_max,41.718482971191406
aReactivePower_L3_diff_mean,41.32643508911133
aApparentPower_L3_abs_energy,41.14117431640625
aCurrentL3_skew,40.80612564086914
aReactivePower_L1_spike_count,40.41592788696289
aCurrentL2_skew,40.054195404052734
rTotalApparentPower_trend_slope,39.5588493347168
aVoltage_L2_N_spike_count,38.45981979370117
aCosPhi_L2_diff_mean,37.81245422363281
aCurrentL2_mean,37.61347961425781
aVoltage_L3_N_range,36.4851188659668
aCurrentL1_spike_count,36.449649810791016
rTotalApparentEnergy_min,36.448204040527344
aCosPhi_L1_diff_mean,36.256473541259766
rTotalApparentEnergy_ks_test_statistic,36.06005096435547
aReactivePower_L2_diff_mean,35.634952545166016
aCurrentL1_diff_std,35.342281341552734
aCosPhi_L1_z_score,34.844215393066406
aApparentPower_L2_min,33.4813232421875
aCurrentL2_min,33.44855880737305
aVoltage_L2_N_max,33.04161071777344
aCosPhi_L1_diff_std,31.766645431518555
rTotalApparentPower_diff_std,31.097299575805664
aCosPhi_L1_spike_count,29.556896209716797
aApparentPower_L3_z_score,28.111417770385742
rTotalApparentEnergy_range,27.830059051513672
aApparentPower_L3_trend_slope,26.785049438476562
aCosPhi_L2_spike_count,26.30478286743164
aCosPhi_L2_z_score,26.097145080566406
aCurrentL1_std,24.752670288085938
aCurrentL3_mean,24.570579528808594
rTotalReactivePower_max,23.869888305664062
aCurrentL2_std,23.765087127685547
aCurrentL3_trend_slope,23.49826431274414
aActivePower_L1_max,22.734420776367188
rTotalReactiveEnergy_z_score,22.310848236083984
aCurrentL2_trend_slope,21.734716415405273
aActivePower_L2_diff_std,21.475749969482422
aApparentPower_L2_z_score,20.29060173034668
aVoltage_L1_N_ks_test_statistic,20.127540588378906
rTotalActivePower_max,19.912029266357422
rTotalReactivePower_skew,19.520893096923828
aApparentPower_L1_range,19.257598876953125
aApparentPower_L1_skew,19.191720962524414
aReactivePower_L1_z_score,19.11185646057129
aCosPhi_L1_ks_test_statistic,18.84455108642578
aCurrentL1_max,18.62397575378418
aReactivePower_L3_spike_count,18.33420753479004
aApparentPower_L2_abs_energy,18.0819034576416
aVoltage_L1_N_diff_mean,17.952037811279297
aVoltage_L1_N_z_score,17.937000274658203
aActivePower_L3_skew,17.58612823486328
aActivePower_L2_trend_slope,17.319408416748047
aCosPhi_L1_trend_slope,17.3193302154541
aActivePower_L1_diff_std,17.305761337280273
aCurrentL1_range,17.055564880371094
aVoltage_L3_N_abs_energy,16.93669891357422
aApparentPower_L3_max,16.792261123657227
aActivePower_L2_change_point_score,16.71769142150879
aCurrentL2_diff_mean,16.445913314819336
aCosPhi_L2_skew,16.41876983642578
rTotalActivePower_change_point_score,16.273038864135742
aVoltage_L1_N_abs_energy,16.210159301757812
aCosPhi_L1_skew,16.070756912231445
aApparentPower_L1_abs_energy,16.025110244750977
rTotalReactivePower_std,15.530110359191895
aApparentPower_L1_trend_slope,15.52476692199707
rTotalApparentEnergy_abs_energy,15.364585876464844
rTotalApparentEnergy_spike_count,15.166105270385742
aCurrentL3_z_score,15.079668998718262
aActivePower_L3_diff_mean,14.924126625061035
aActivePower_L1_range,14.877103805541992
aCosPhi_L3_max,14.854324340820312
aActivePower_L1_spike_count,14.694793701171875
aApparentPower_L1_spike_count,14.519197463989258
aCurrentL1_mean,14.505250930786133
rTotalActivePower_min,14.474465370178223
aActivePower_L3_mean,14.441408157348633
rTotalReactivePower_range,14.285367965698242
aCosPhi_L2_abs_energy,14.098725318908691
aReactivePower_L2_change_point_score,14.066018104553223
rTotalApparentEnergy_change_point_score,14.046453475952148
aCurrentL1_trend_slope,13.968721389770508
rTotalReactivePower_diff_std,13.968074798583984
aApparentPower_L3_change_point_score,13.82661247253418
aApparentPower_L2_trend_slope,13.77394962310791
rTotalReactiveEnergy_skew,13.743030548095703
aCosPhi_L2_max,13.557530403137207
aActivePower_L2_min,13.345980644226074
rTotalApparentPower_mean,13.324840545654297
aCurrentL2_change_point_score,13.297576904296875
aCurrentL1_abs_energy,13.262813568115234
aApparentPower_L1_max,13.254386901855469
aCosPhi_L2_range,13.23859691619873
aApparentPower_L3_skew,13.155699729919434
aReactivePower_L3_change_point_score,13.065069198608398
aCurrentL3_diff_mean,12.963863372802734
aVoltage_L2_N_diff_mean,12.901542663574219
aActivePower_L3_trend_slope,12.839963912963867
aVoltage_L3_N_trend_slope,12.835280418395996
rTotalReactiveEnergy_change_point_score,12.827676773071289
aActivePower_L3_ks_test_statistic,12.641334533691406
aApparentPower_L2_change_point_score,12.605786323547363
aCosPhi_L2_ks_test_statistic,12.51183032989502
aApparentPower_L1_ks_test_statistic,12.313505172729492
aVoltage_L3_N_min,12.24937915802002
aApparentPower_L2_diff_std,12.1319580078125
aVoltage_L2_N_z_score,12.119508743286133
aReactivePower_L3_z_score,12.080047607421875
aActivePower_L2_skew,12.055609703063965
rTotalReactivePower_abs_energy,12.038168907165527
rTotalApparentEnergy_mean,11.980012893676758
aReactivePower_L2_z_score,11.968953132629395
aReactivePower_L2_trend_slope,11.966924667358398
aReactivePower_L1_std,11.966891288757324
aCosPhi_L2_min,11.891180992126465
aActivePower_L3_spike_count,11.684784889221191
aCosPhi_L3_mean,11.658787727355957
aVoltage_L3_N_spike_count,11.561567306518555
aReactivePower_L1_trend_slope,11.542232513427734
aVoltage_L2_N_min,11.483386993408203
aVoltage_L1_N_max,11.446322441101074
aVoltage_L2_N_abs_energy,11.260120391845703
aActivePower_L1_diff_mean,11.244963645935059
aVoltage_L2_N_change_point_score,11.231213569641113
aVoltage_L2_N_trend_slope,11.228754043579102
aVoltage_L3_N_skew,11.210976600646973
aApparentPower_L2_ks_test_statistic,11.143261909484863
aReactivePower_L2_diff_std,10.933243751525879
aReactivePower_L1_change_point_score,10.927088737487793
aCurrentL1_min,10.875727653503418
aReactivePower_L3_std,10.864778518676758
aReactivePower_L1_diff_mean,10.864775657653809
