,Random Forest,Mutual Information,PCA Loading,Random Forest_rank,Mutual Information_rank,PCA Loading_rank,mean_rank
airDurchfluss_welch_peak_power,0.01100284401522069,0.02391949779724345,0.2638946848164434,30.0,29.0,71.0,43.333333333333336
aReactivePower_L2_skew,0.013442173189879596,0.02209763996760139,0.25160997126984397,19.0,40.0,72.0,43.666666666666664
airTempeatur_skew,0.010787245425314944,0.022026102269484316,0.2819006880798207,32.0,41.0,61.0,44.666666666666664
airTotal_welch_total_power,0.008258702256490584,0.01715577021200465,0.2961596698484543,45.0,53.0,47.0,48.333333333333336
airTotal_welch_peak_power,0.008476130326788227,0.01720375108066219,0.29023519040165585,43.0,52.0,52.0,49.0
rTotalApparentEnergy_std,0.00973805770586995,0.016010116783889305,0.2857630202270163,35.0,54.0,59.0,49.333333333333336
airDurchfluss_ks_test_statistic,0.0036370825805281787,0.06410828903767718,0.31170193024500675,95.0,11.0,42.0,49.333333333333336
airTempeatur_welch_peak_power,0.007560468479883212,0.025586313767503865,0.24746792746164745,52.0,24.0,73.0,49.666666666666664
rTotalApparentEnergy_spectral_peak,0.00973785744806965,0.015709574409944915,0.2862003612470287,36.0,55.0,58.0,49.666666666666664
rTotalApparentEnergy_trend_slope,0.009513015631454708,0.015331822328602085,0.2865898927897921,37.0,56.0,57.0,50.0
rTotalReactiveEnergy_spectral_peak,0.004753729786284598,0.014100924900555922,0.3852419639358501,92.0,64.0,1.0,52.333333333333336
rTotalApparentEnergy_dominant_frequency,1.005716625287355e-06,0.025681701996502992,0.3335305935587274,113.0,22.0,24.0,53.0
airTotal_change_point_score,0.007572995565636952,0.015202840181989252,0.29237352677293826,51.0,58.0,50.0,53.0
aVoltage_L1_N_mean,0.014011086852857409,0.014607569384682773,0.21166946796307923,18.0,62.0,80.0,53.333333333333336
aVoltage_L3_N_mean,0.014588640053875768,0.012920643286380429,0.20155203687718543,15.0,67.0,84.0,55.333333333333336
aReactivePower_L1_ks_test_statistic,0.0023843811679073136,0.03824951761528883,0.2889337869712129,100.0,12.0,54.0,55.333333333333336
aVoltage_L2_N_mean,0.014824435703742008,0.012522078967970751,0.19773545241635831,14.0,68.0,85.0,55.666666666666664
rTotalReactiveEnergy_trend_slope,0.0014846255231871772,0.013439784143241651,0.38193420676179757,104.0,65.0,3.0,57.333333333333336
airDurchfluss_skew,0.009316283927256565,0.015187612840494857,0.23398441041687318,38.0,59.0,76.0,57.666666666666664
rTotalReactiveEnergy_std,0.0012674434751908084,0.013404143712405503,0.38515312017587205,108.0,66.0,2.0,58.666666666666664
aVoltage_L1_N_std,0.006272103305687331,0.00742602999875519,0.328883607629034,70.0,85.0,26.0,60.333333333333336
aVoltage_L1_N_welch_total_power,0.005812863260994038,0.006417448823435867,0.34699262046422363,82.0,92.0,10.0,61.333333333333336
aVoltage_L2_N_welch_peak_power,0.005685361239822298,0.007092164643291099,0.34469279302153233,86.0,87.0,14.0,62.333333333333336
rTotalReactiveEnergy_welch_peak_power,0.0008725521174162285,0.012202574879714323,0.3722924119108902,111.0,70.0,6.0,62.333333333333336
aReactivePower_L2_freq_energy_ratio_low_high,0.009002628366544951,0.012447078463925454,0.20903544787994993,40.0,69.0,81.0,63.333333333333336
rTotalReactiveEnergy_welch_total_power,0.0011575747089752322,0.010064034042120307,0.3683100985142604,109.0,75.0,7.0,63.666666666666664
rTotalApparentEnergy_change_point_score,0.006422754237139736,0.00830959799863562,0.30969174702351665,66.0,82.0,43.0,63.666666666666664
rTotalApparentEnergy_spectral_flatness,0.006788537834324062,0.006092795912383986,0.3229836865885103,62.0,97.0,32.0,63.666666666666664
aVoltage_L2_N_welch_total_power,0.005623524355206728,0.006323408956625309,0.3460812694265808,89.0,95.0,11.0,65.0
aVoltage_L1_N_welch_peak_power,0.005662575593491349,0.006323954994640335,0.34535412599352083,88.0,94.0,13.0,65.0
aVoltage_L3_N_welch_total_power,0.005704485074423963,0.005447217008578642,0.3455288841837211,85.0,101.0,12.0,66.0
rTotalApparentEnergy_welch_peak_power,0.0065047062108268385,0.010557852888884778,0.2810865591831828,64.0,72.0,62.0,66.0
aReactivePower_L2_spectral_flatness,0.007859152284525217,0.01099248165127853,0.20189677799987166,48.0,71.0,83.0,67.33333333333333
aVoltage_L2_N_std,0.006236572915374981,0.0053567975821571245,0.3281338744037038,72.0,103.0,27.0,67.33333333333333
aVoltage_L3_N_std,0.006258413256243541,0.0052912081315508175,0.32803239829276076,71.0,104.0,28.0,67.66666666666667
rTotalReactiveEnergy_change_point_score,0.00167158629454909,0.0077671853715861605,0.3366558644937141,103.0,83.0,20.0,68.66666666666667
aReactivePower_L2_trend_slope,0.006872667056433102,0.020414521588367762,0.03196911131315915,56.0,47.0,103.0,68.66666666666667
aReactivePower_L2_ks_test_statistic,0.0018301378814382858,0.03755462739786064,0.14768446544133307,102.0,13.0,91.0,68.66666666666667
aReactivePower_L1_skew,0.009083636028747465,0.010031514443969769,0.12704807286372197,39.0,76.0,93.0,69.33333333333333
airTempeatur_trend_slope,0.007527436464522454,0.01729293122605413,0.028672046593278645,53.0,51.0,104.0,69.33333333333333
airTotal_freq_energy_ratio_low_high,0.006133485335446188,0.014973573610290059,0.23401081223553347,75.0,60.0,75.0,70.0
airDurchfluss_freq_energy_ratio_low_high,0.007967514625355842,0.007672417669256193,0.2183651382108159,47.0,84.0,79.0,70.0
airTotal_spectral_flatness,0.006207317908939993,0.014323726036622908,0.2357838774092397,74.0,63.0,74.0,70.33333333333333
aVoltage_L3_N_welch_peak_power,0.005880325224163579,0.003965685866839319,0.343593625352142,80.0,115.0,16.0,70.33333333333333
airTempeatur_freq_energy_ratio_low_high,0.008100521378834062,0.008529529024852822,0.185554429450335,46.0,81.0,86.0,71.0
airTempeatur_spectral_flatness,0.007826938966395018,0.009834503458754362,0.17873040914594163,49.0,78.0,87.0,71.33333333333333
airDurchfluss_trend_slope,0.006875289082932448,0.01920922857414853,0.013052834890161675,55.0,48.0,112.0,71.66666666666667
aReactivePower_L1_trend_slope,0.006791304602090002,0.01837357221819058,0.02058744917009703,61.0,49.0,107.0,72.33333333333333
aReactivePower_L1_freq_energy_ratio_low_high,0.0077939598013171095,0.006590642228971877,0.22172628012312465,50.0,90.0,78.0,72.66666666666667
aVoltage_L2_N_spectral_peak,0.005560310960257917,0.006340717102252924,0.32227819352769,90.0,93.0,36.0,73.0
aVoltage_L3_N_spectral_peak,0.005925617555823888,0.004754620252351405,0.32283305450827265,77.0,112.0,33.0,74.0
aVoltage_L1_N_spectral_peak,0.0054879097660647325,0.0059980312604319685,0.32233151209134625,91.0,98.0,35.0,74.66666666666667
airDurchfluss_spectral_flatness,0.0068922288721188964,0.006727789375227999,0.206837404460643,54.0,88.0,82.0,74.66666666666667
rTotalApparentEnergy_welch_total_power,0.005839045554062109,0.009468629664077133,0.2672987462266586,81.0,80.0,68.0,76.33333333333333
airTotal_dominant_frequency,9.498923350381052e-05,0.018296966827841654,0.26472790033781807,112.0,50.0,70.0,77.33333333333333
aReactivePower_L1_spectral_flatness,0.00684165977561783,0.005774847845357645,0.22665561977246124,58.0,99.0,77.0,78.0
aVoltage_L2_N_spectral_flatness,0.005763790987859643,0.005753844234164918,0.2898170905614222,83.0,100.0,53.0,78.66666666666667
aVoltage_L3_N_freq_energy_ratio_low_high,0.006293823132521609,0.005406938524026517,0.2723473662357353,68.0,102.0,66.0,78.66666666666667
aVoltage_L3_N_spectral_flatness,0.005668309643848476,0.0052594494800306535,0.2929792927599879,87.0,105.0,49.0,80.33333333333333
aVoltage_L1_N_spectral_flatness,0.005725286544281866,0.005054207570795999,0.29434298954101445,84.0,109.0,48.0,80.33333333333333
rTotalReactiveEnergy_spectral_flatness,0.004347986286054191,0.014849018984444351,0.17513781624399893,93.0,61.0,88.0,80.66666666666667
aVoltage_L2_N_freq_energy_ratio_low_high,0.006287202533589157,0.004789266116745017,0.26996719387522594,69.0,111.0,67.0,82.33333333333333
airTotal_skew,0.005900640664056902,0.015216102767761308,0.0032754311575337825,78.0,57.0,113.0,82.66666666666667
aVoltage_L1_N_ks_test_statistic,0.0,0.024088049904902542,1.533364504822321e-39,117.0,27.0,115.0,86.33333333333333
aVoltage_L1_N_freq_energy_ratio_low_high,0.005887519440821459,0.0038628038014381083,0.2765354248763501,79.0,117.0,64.0,86.66666666666667
rTotalReactiveEnergy_freq_energy_ratio_low_high,0.004028398452012667,0.00995364081856609,0.1750718718058427,94.0,77.0,89.0,86.66666666666667
rTotalReactiveEnergy_ks_test_statistic,0.0,0.024187595110685134,0.0,117.0,26.0,118.0,87.0
airTempeatur_ks_test_statistic,0.0,0.023669978650569634,0.0,117.0,32.0,118.0,89.0
aVoltage_L2_N_ks_test_statistic,0.0,0.022486584760572415,4.1450684313711195e-16,117.0,37.0,114.0,89.33333333333333
aVoltage_L2_N_skew,0.006850912003136453,0.005220034007068053,0.02691938037671928,57.0,106.0,105.0,89.33333333333333
rTotalApparentEnergy_ks_test_statistic,0.0,0.02329602230945027,0.0,117.0,34.0,118.0,89.66666666666667
aVoltage_L1_N_trend_slope,0.006443296051719395,0.006319380770999583,0.01791266556323266,65.0,96.0,108.0,89.66666666666667
aVoltage_L3_N_ks_test_statistic,0.0,0.023147748090062148,0.0,117.0,35.0,118.0,90.0
aVoltage_L3_N_skew,0.0068262271159941846,0.004843878030340587,0.036675437423748423,60.0,110.0,101.0,90.33333333333333
airTotal_ks_test_statistic,0.0,0.022358827002611825,0.0,117.0,38.0,118.0,91.0
aVoltage_L2_N_dominant_frequency,0.0013015606630752425,0.010218464927003623,0.10180524193754754,107.0,73.0,95.0,91.66666666666667
aVoltage_L1_N_dominant_frequency,0.0013392570707104114,0.010111666152211374,0.07017324545710649,106.0,74.0,99.0,93.0
aVoltage_L1_N_skew,0.006629493165060032,0.003925131332590981,0.03234977748335362,63.0,116.0,102.0,93.66666666666667
aReactivePower_L2_dominant_frequency,0.0025072956346943835,0.0072104550254155075,0.0968534419390378,99.0,86.0,96.0,93.66666666666667
aVoltage_L2_N_trend_slope,0.006826774127544636,0.004337563189271698,0.01723851128294832,59.0,113.0,109.0,93.66666666666667
rTotalReactiveEnergy_dominant_frequency,0.002144817537613198,0.006540517241693022,0.15536845564699361,101.0,91.0,90.0,94.0
rTotalApparentEnergy_freq_energy_ratio_low_high,0.006032990981264581,0.005085341423161305,0.03755322418476438,76.0,107.0,100.0,94.33333333333333
rTotalApparentEnergy_skew,0.006230026321005838,0.005065784156945918,0.024096590602276334,73.0,108.0,106.0,95.66666666666667
aVoltage_L3_N_dominant_frequency,0.0014088051932003647,0.00662825553210733,0.09324857233684784,105.0,89.0,97.0,97.0
aVoltage_L3_N_trend_slope,0.0064035272383962845,0.004246108202569765,0.01721470790830385,67.0,114.0,110.0,97.0
rTotalReactiveEnergy_skew,0.0011057813882748159,0.009705006161282226,0.013642922302411719,110.0,79.0,111.0,100.0
airDurchfluss_dominant_frequency,0.0028206826098063965,0.002598163061184877,0.1284883503673641,98.0,119.0,92.0,103.0
aReactivePower_L1_dominant_frequency,0.002979671170618921,0.002132124464696572,0.11866999382760084,97.0,120.0,94.0,103.66666666666667
airTempeatur_dominant_frequency,0.003074340131678417,0.003208717976278308,0.07551515793164518,96.0,118.0,98.0,104.0
