threshold,accuracy,precision,recall,f1
0.39,0.2743467050131403,0.10398847297587296,0.9879132080966944,0.18817002981762707
0.4,0.28014826201219817,0.10447115533170596,0.9847094801223242,0.18890114955372733
0.41000000000000003,0.29605295780235036,0.10576361137874934,0.9750982961992136,0.190829034740232
0.42000000000000004,0.3578246640551396,0.11082242084112796,0.9317023445463812,0.19808356166504126
0.43000000000000005,0.39919174889671244,0.11364354044766416,0.890927624872579,0.20157490692234192
0.44000000000000006,0.42573263251847077,0.11615237947001829,0.8693752730449978,0.20492577018793443
0.45000000000000007,0.459884960579164,0.11958707323645862,0.8401048492791612,0.20937069028090297
0.45999999999999996,0.5102518966628651,0.12460321111468924,0.7888452016892384,0.2152122524383703
0.47,0.560284127535082,0.13051565567841272,0.7356924421144605,0.22170049369171696
0.48,0.5924282243268706,0.1349743186729911,0.7003058103975535,0.22632718373493976
0.49,0.6174815292309218,0.13798515120420113,0.6657929226736566,0.22859428514287142
0.5,0.6511256012297317,0.1434269625259771,0.6231250910149992,0.2331816571755538
0.51,0.6871745921555016,0.15146110056925996,0.581185379350517,0.2402986422614926
0.52,0.7128105320573214,0.15779308028216324,0.5472549876219601,0.24495649056480787
0.53,0.7326449149600833,0.16389244558258642,0.5219164118246687,0.24945188794153472
0.54,0.7537437397728963,0.17146901223334343,0.4939566040483472,0.2545686517317723
0.55,0.7728839192740616,0.17879977565900168,0.4642493082860055,0.2581690083815848
0.56,0.7893588535726682,0.18678463156592218,0.4396388524828892,0.2621797655232306
0.5700000000000001,0.8024619427778054,0.19202554000815106,0.41167904470656763,0.26189263050627637
0.58,0.8156146179401993,0.19954971857410883,0.3872142129022863,0.2633716323296355
0.59,0.82858134576288,0.20788921527486362,0.36071064511431483,0.2637631775103823
0.6,0.8423538453909852,0.22030981067125646,0.33551769331585846,0.265974025974026
0.61,0.8559527941686914,0.23408302562381111,0.30464540556283676,0.26474310301189574
0.62,0.8670972380621808,0.25064699792960665,0.2820736857434105,0.265433367591641
0.63,0.8747954579263153,0.263219569356965,0.2616863259065094,0.26245070833941875
0.64,0.8796176922695492,0.26952998379254456,0.2421727100626183,0.2551200429546675
0.65,0.8844647195914117,0.28249689661287464,0.23197903014416776,0.2547577162961778
0.66,0.8873654980909407,0.28902833238258224,0.22134847822921216,0.25070097311561934
0.67,0.890613378291268,0.3001837859914233,0.21406727828746178,0.249914994899694
0.6799999999999999,0.89314226211137,0.30774292608028075,0.20431047036551625,0.24558025555750043
0.69,0.8959314722070709,0.3181818181818182,0.1946992864424057,0.24157557141566538
0.7,0.8982992016660881,0.3276617684970353,0.18508810251929517,0.23655313605062347
0.71,0.9003818118708782,0.33723196881091616,0.1763506625891947,0.23159303882195448
0.72,0.9024148361184112,0.34923492349234925,0.16950633464394932,0.22823529411764706
0.73,0.9042495165369168,0.361729590190384,0.16324450269404397,0.22496488059401967
0.74,0.9064189021669063,0.3796753705010586,0.1566914227464686,0.22183280074219153
0.75,0.9077577230128427,0.39012251148545174,0.14839085481287317,0.21500158244540563
0.76,0.9090221649228938,0.4015025041736227,0.14009028687927771,0.20770808593328297
0.77,0.9106708980016859,0.42141863699582754,0.13237221494102228,0.2014627659574468
0.78,0.9122700451232211,0.44491080797481636,0.1234891510120868,0.19332041490938107
0.79,0.9133609361828731,0.46248462484624847,0.10950924712392603,0.17708701283409867
0.8,0.9143402588386969,0.48474095102909864,0.09946119120431048,0.1650555824069599
0.8099999999999999,0.9152204095800069,0.5113821138211382,0.09159749526722004,0.15536618500679264
0.82,0.9160137848961174,0.5425925925925926,0.0853356633173147,0.14747703535925508
0.83,0.9163484901076016,0.5616580310880829,0.07892820736857434,0.13840653728294178
0.84,0.9166955918083999,0.5880239520958084,0.07150138342798894,0.12749935081796937
0.85,0.9168939356374275,0.6105834464043419,0.0655307994757536,0.11835875854813256
0.86,0.9172038478702831,0.6530944625407166,0.058395223532838214,0.10720491912845877
0.87,0.9173278127634253,0.6911196911196911,0.05213339158293287,0.0969532836831415
0.88,0.9173526057420538,0.7212389380530974,0.04747342362021261,0.08908320808853669
0.89,0.9173650022313681,0.7544303797468355,0.04339595165283239,0.08207105480583861
0.9,0.9172162443595974,0.833922261484099,0.03436726372506189,0.06601398601398602
