threshold,accuracy,precision,recall,f1
0.1,0.20845936430802797,0.09709122276114654,0.999854376001165,0.1769952567539699
0.11,0.2125378092924084,0.09754503608569642,0.999854376001165,0.17774901300886675
0.12000000000000001,0.21613279119353399,0.09794858626494336,0.999854376001165,0.1784187617748327
0.13,0.2195046362870035,0.09831862969752521,0.99970875200233,0.1790301339140186
0.14,0.2225789656369316,0.0986460070143161,0.99941750400466,0.17956802155967502
0.15000000000000002,0.22514503892497645,0.09892882372446406,0.999271880005825,0.18003410730683458
0.16,0.22766152625576436,0.0992192018507808,0.999271880005825,0.18051481710444975
0.17,0.22979372241781126,0.0994665738969096,0.999271880005825,0.1809241315668051
0.18,0.23171517826151633,0.09969055540220534,0.999271880005825,0.18129458388375166
0.19,0.23352506570139336,0.09989080585280628,0.9991262560069899,0.18162325285895806
0.2,0.23545891803441266,0.10011819813509609,0.9991262560069899,0.18199904504217732
0.21000000000000002,0.23724401249566124,0.10032901952182496,0.9991262560069899,0.18234731302822516
0.22,0.23892993504239599,0.10051723885298988,0.9989806320081549,0.18265569667438827
0.23,0.24078940843952992,0.10072692561862104,0.9988350080093199,0.18299938635575358
0.24000000000000002,0.24263648534734963,0.10093606499470152,0.9986893840104849,0.18334202189517584
0.25,0.2445083552337978,0.10114912008968742,0.9985437600116499,0.18369096412976507
0.26,0.24625626022710367,0.101359940872136,0.9985437600116499,0.18403854154085644
0.27,0.24771904596618238,0.10152524803790908,0.9983981360128149,0.18430850706345686
0.28,0.2497148807457728,0.1017678754323205,0.9983981360128149,0.1847082278139986
0.29000000000000004,0.25157435414290674,0.10197128617124154,0.9981068880151449,0.18503820091250237
0.30000000000000004,0.25365696434769675,0.10217932845060337,0.9975243920198049,0.18537060590479798
0.31,0.2551321465760896,0.10228971124529204,0.9966506480267948,0.18553710606574042
0.32,0.25762384092824914,0.10252642626883575,0.9957769040337847,0.1859112041543188
0.33,0.25938414241086927,0.10269742279660381,0.9951944080384447,0.1861820955702065
0.33999999999999997,0.2608469281499479,0.10282006112892783,0.9944662880442697,0.18637083128650184
0.35,0.2625824366539396,0.10297734920850499,0.9937381680500946,0.18661634807339952
0.36,0.2642683592006744,0.10309309536413824,0.9925731760594146,0.18678578279575786
0.37,0.2664501413199782,0.10333217053675701,0.9921363040629095,0.18717032967032968
0.38,0.270057519710418,0.1036815799097891,0.9908256880733946,0.18771985487853665
